7425
82.000000 17.351358
88.000000 17.351358
74.000000 17.351358
75.000000 17.323979
74.000000 17.323979
78.000000 17.351358
96.000000 17.351358
83.000000 17.323979
87.000000 17.351358
75.000000 17.351358
72.000000 17.351358
77.000000 17.323979
78.000000 17.323979
76.000000 17.351358
74.000000 17.351358
81.000000 17.351358
77.000000 17.351358
77.000000 17.323979
67.000000 17.351358
77.000000 17.323979
68.000000 17.323979
77.000000 17.323979
77.000000 17.323979
83.000000 17.323979
90.000000 17.323979
86.000000 17.351358
77.000000 17.351358
67.000000 17.323979
74.000000 17.323979
74.000000 17.323979
81.000000 17.323979
67.000000 17.351358
70.000000 17.323979
84.000000 17.323979
88.000000 17.323979
84.000000 17.323979
81.000000 17.323979
83.000000 17.323979
73.000000 17.351358
69.000000 17.403377
68.000000 17.395163
59.000000 17.400639
66.000000 17.395163
84.000000 17.400639
73.000000 17.403377
78.000000 17.400639
69.000000 17.403377
69.000000 17.403377
79.000000 17.403377
82.000000 17.403377
69.000000 17.400639
69.000000 17.400639
74.000000 17.400639
81.000000 17.395163
87.000000 17.403377
88.000000 17.397901
79.000000 17.403377
78.000000 17.406115
98.000000 17.403377
84.000000 17.403377
90.000000 17.403377
87.000000 17.395163
66.000000 17.403377
78.000000 17.395163
73.000000 17.403377
77.000000 17.406115
69.000000 17.400639
68.000000 17.400639
67.000000 17.403377
99.000000 17.395163
68.000000 17.400639
69.000000 17.400639
65.000000 17.395163
81.000000 17.403377
68.000000 17.403377
96.000000 17.395163
70.000000 17.400639
82.000000 17.395163
69.000000 17.397901
65.000000 17.406115
70.000000 17.395163
72.000000 17.403377
73.000000 17.400639
62.000000 17.406115
79.000000 17.406115
75.000000 17.403377
82.000000 17.403377
73.000000 17.400639
66.000000 17.400639
63.000000 17.400639
74.000000 17.403377
73.000000 17.403377
76.000000 17.406115
77.000000 17.395163
81.000000 17.406115
73.000000 17.403377
78.000000 17.395163
74.000000 17.403377
74.000000 17.403377
80.000000 17.395163
84.000000 17.400639
89.000000 17.400639
74.000000 17.403377
78.000000 17.406115
85.000000 17.395163
67.000000 17.395163
69.000000 17.395163
97.000000 17.395163
72.000000 17.406115
71.000000 17.403377
71.000000 17.406115
79.000000 17.406115
83.000000 17.403377
95.000000 17.403377
70.000000 17.403377
73.000000 17.395163
65.000000 17.400639
72.000000 17.395163
71.000000 17.397901
65.000000 17.403377
88.000000 17.403377
86.000000 17.395163
65.000000 17.395163
73.000000 17.406115
70.000000 17.395163
68.000000 17.403377
87.000000 17.397901
73.000000 17.400639
68.000000 17.397901
78.000000 17.397901
88.000000 17.403377
70.000000 17.403377
75.000000 17.403377
108.000000 17.395163
70.000000 17.397901
