1999928
60.0 9.224044
210.0 7.693989
197.4 19.153005
21.0 8.685792
42.0 18.109290
42.0 19.131148
63.0 9.639344
33.6 7.232240
4.2 15.158470
26.0 3.213115
69.3 5.090164
168.0 16.295082
75.0 7.581967
117.6 10.248634
63.0 17.489071
21.0 23.062842
31.5 13.415301
44.0 10.445355
21.0 13.387978
8.0 7.084699
10.0 16.245902
21.0 2.650273
42.0 10.248634
65.1 10.153005
75.6 8.546448
336.0 17.109290
168.0 18.103825
10.5 13.426230
18.0 13.068306
42.0 12.306011
84.0 23.327869
30.0 16.180328
84.0 3.584699
42.0 19.614754
2.0 1.480874
12.6 20.210383
10.0 9.614754
42.0 10.207650
10.5 18.390710
14.7 0.087432
42.0 5.125683
96.6 19.628415
21.0 12.491803
34.0 9.685792
40.0 12.685792
44.5 13.259563
84.0 14.300546
273.0 20.191257
35.7 1.289617
42.0 21.647541
42.0 1.232240
2.0 5.144809
42.0 7.748634
84.0 9.483607
75.6 16.521858
80.0 11.352459
63.0 16.426230
231.0 9.571038
30.0 9.224044
21.0 8.344262
13.0 12.142077
42.0 0.658470
189.0 16.467213
105.0 6.281421
62.5 21.207650
63.0 21.174863
42.0 8.270492
63.0 13.286885
26.0 13.109290
80.0 22.357923
97.0 13.142077
31.5 0.210383
10.5 7.109290
136.5 10.734973
21.0 13.098361
56.7 8.374317
63.0 21.049180
126.0 18.193989
52.5 14.366120
84.0 7.139344
42.0 10.658470
42.0 18.644809
35.0 20.478142
42.0 15.254098
21.0 16.128415
42.0 17.087432
69.3 4.084699
84.0 19.316940
42.0 13.368852
115.5 18.183060
21.0 2.724044
651.0 13.229508
20.0 13.371585
46.2 19.540984
52.5 15.136612
21.0 14.155738
147.0 18.281421
33.6 13.153005
21.0 0.371585
63.0 11.631148
30.0 6.270492
20.0 2.172131
21.0 1.811475
88.2 18.434426
136.5 21.519126
20.0 11.724044
72.5 12.434426
42.0 3.658470
21.0 1.218579
126.0 14.131148
34.0 13.516393
52.5 12.699454
21.0 6.319672
336.0 6.221311
189.0 23.109290
10.0 4.306011
10.5 17.218579
10.5 15.685792
130.0 13.349727
21.0 19.601093
168.0 21.639344
31.5 1.355191
46.2 12.109290
10.0 7.142077
63.0 16.540984
42.0 11.196721
63.0 2.202186
40.0 11.139344
18.9 15.254098
40.0 14.691257
42.0 8.625683
12.6 15.357923
42.0 9.633880
21.0 11.120219
42.0 14.103825
21.0 11.084699
21.0 3.478142
6.3 3.713115
21.0 17.510929
241.5 10.538251
203.7 19.073770
88.2 11.393443
21.0 13.625683
42.0 13.084699
42.0 14.467213
168.0 21.101093
168.0 21.409836
105.0 17.505464
168.0 11.251366
63.0 4.773224
115.5 19.155738
126.0 21.601093
60.0 16.538251
42.0 8.683060
20.0 4.336066
60.0 9.519126
21.0 10.382514
84.0 12.601093
90.0 22.480874
63.0 13.308743
10.5 18.103825
31.5 3.095628
30.0 21.497268
42.0 13.595628
63.0 12.724044
84.0 23.043716
46.2 16.480874
50.0 10.281421
63.0 10.139344
105.0 12.565574
31.5 12.500000
105.0 6.147541
20.0 21.409836
220.5 20.330601
182.7 16.073770
73.5 19.344262
105.0 16.379781
252.0 18.352459
21.0 13.306011
118.0 11.688525
76.0 12.551913
42.0 16.557377
42.0 7.674863
84.0 15.327869
105.0 12.461749
79.8 19.508197
10.5 16.046448
120.0 3.322404
21.0 15.193989
21.0 5.710383
21.0 16.669399
111.3 17.278689
21.0 18.663934
50.0 11.644809
52.5 10.174863
120.0 21.459016
178.5 22.674863
27.3 8.120219
80.0 10.398907
52.5 16.229508
21.0 3.390710
105.0 21.032787
31.5 14.185792
210.0 22.226776
126.0 9.404372
126.0 16.248634
42.0 21.601093
31.5 22.513661
15.0 21.598361
210.0 21.172131
42.0 23.207650
42.0 19.267760
126.0 8.204918
12.6 4.114754
30.0 10.442623
10.5 21.172131
10.0 14.587432
10.5 12.663934
50.0 8.234973
23.1 1.535519
10.5 2.221311
94.5 11.352459
264.6 22.114754
42.0 7.431694
126.0 23.439891
94.5 10.374317
21.0 8.284153
42.0 12.095628
84.0 20.691257
4.2 0.587432
42.0 9.628415
126.0 15.191257
21.0 9.374317
50.4 15.196721
504.0 17.251366
197.4 22.218579
63.0 16.199454
336.0 10.461749
21.0 9.456284
88.2 4.344262
108.0 12.163934
42.0 19.081967
168.0 22.393443
39.9 0.333333
40.0 8.062842
10.0 17.256831
130.2 4.215847
42.0 5.734973
275.0 20.459016
42.0 16.308743
84.0 21.202186
2.0 20.122951
105.0 14.191257
42.0 14.270492
105.0 9.409836
10.5 2.614754
52.5 22.136612
5.0 10.270492
21.0 4.177596
84.0 22.125683
21.0 4.469945
40.0 16.696721
12.6 0.497268
168.0 20.114754
21.0 1.303279
115.5 13.139344
12.6 18.120219
111.0 18.275956
42.0 14.431694
126.0 22.428962
63.0 8.120219
126.0 8.243169
52.5 14.273224
42.0 4.505464
42.0 16.653005
42.0 13.084699
84.0 20.524590
21.0 7.530055
63.0 20.147541
105.0 18.155738
10.0 7.188525
63.0 11.420765
27.3 10.478142
21.0 10.360656
178.5 22.658470
4.0 23.401639
42.0 20.032787
21.0 14.090164
30.0 21.150273
33.6 21.125683
614.0 22.486339
73.5 9.377049
630.0 21.540984
21.0 19.489071
17.0 8.390710
4.0 10.502732
42.0 23.535519
138.6 22.442623
128.1 13.144809
29.4 11.360656
73.5 7.275956
189.0 17.360656
10.0 23.387978
147.0 16.336066
84.0 18.265027
21.0 13.234973
504.0 12.292350
21.0 21.155738
63.0 5.486339
126.0 3.262295
14.7 10.081967
50.4 0.333333
42.0 13.199454
21.0 17.702186
231.0 10.297814
42.0 4.267760
52.5 11.732240
31.5 18.213115
147.0 12.289617
147.0 16.390710
134.4 20.450820
189.0 1.188525
105.0 6.259563
63.0 11.669399
42.0 14.306011
73.5 8.147541
42.0 10.721311
42.0 16.330601
200.0 21.213115
31.5 17.316940
110.0 11.502732
21.0 14.286885
126.0 14.420765
21.0 2.229508
10.5 12.289617
151.2 23.275956
54.6 0.295082
84.0 17.281421
147.0 6.112022
105.0 6.472678
63.0 17.265027
31.5 0.609290
52.5 14.415301
126.0 14.584699
63.0 6.489071
21.0 11.215847
63.0 16.407104
63.0 5.229508
21.0 19.303279
21.0 10.071038
143.0 12.437158
168.0 21.437158
21.0 11.478142
84.0 20.401639
42.0 8.677596
21.0 10.726776
52.5 16.683060
63.0 2.101093
84.0 20.535519
231.0 21.371585
21.0 12.521858
21.0 18.494536
12.6 0.748634
126.0 21.456284
39.9 0.393443
21.0 11.366120
168.0 4.240437
170.1 1.300546
33.6 15.530055
50.0 3.524590
84.0 16.057377
142.8 10.163934
31.5 16.683060
37.8 22.699454
63.0 23.401639
42.0 3.125683
11.0 15.576503
115.5 19.262295
9.0 20.210383
31.5 20.057377
42.0 6.259563
21.0 14.352459
73.5 12.420765
63.0 19.243169
168.0 18.221311
44.1 15.502732
21.0 7.270492
52.5 15.500000
264.6 18.180328
126.0 14.286885
63.0 12.352459
37.0 17.387978
42.0 12.125683
231.0 19.144809
336.0 5.775956
63.0 5.775956
111.3 14.199454
42.0 22.185792
6.0 8.478142
168.0 3.469945
42.0 13.292350
21.0 3.131148
21.0 15.387978
64.0 8.669399
21.0 21.158470
147.0 5.204918
94.5 19.073770
21.0 14.672131
84.0 10.688525
42.0 13.606557
21.0 10.445355
42.0 19.571038
10.5 16.131148
27.3 7.516393
35.7 1.297814
44.1 12.267760
252.0 11.073770
21.0 13.207650
31.5 16.683060
42.0 17.606557
25.2 21.275956
84.0 12.631148
63.0 15.199454
84.0 6.199454
25.2 10.467213
73.5 11.713115
31.5 18.327869
21.0 11.232240
84.0 14.120219
21.0 10.633880
126.0 6.464481
8.4 20.489071
52.5 4.256831
315.0 17.125683
100.0 19.311475
157.5 16.469945
157.5 8.387978
189.0 16.560109
69.3 11.319672
63.0 10.245902
21.0 8.251366
48.3 11.286885
21.0 16.021858
42.0 9.155738
63.0 9.210383
105.0 16.330601
71.4 21.434426
12.6 8.445355
10.0 13.204918
42.0 8.071038
21.0 19.079235
35.7 19.355191
42.0 15.415301
63.0 10.193989
42.0 19.245902
60.0 20.491803
22.1 5.169399
10.0 11.420765
11.0 8.622951
31.5 9.112022
84.0 3.155738
20.0 10.327869
73.5 23.081967
21.0 11.469945
42.0 10.606557
21.0 8.612022
197.4 22.204918
84.0 10.327869
126.0 16.459016
42.0 9.382514
21.0 9.125683
65.1 11.368852
21.0 18.161202
189.0 13.122951
21.0 8.699454
126.0 11.139344
16.0 14.196721
63.0 16.581967
84.0 4.398907
42.0 9.172131
299.6 21.434426
63.0 13.650273
42.0 2.265027
84.0 21.128415
231.0 6.202186
31.5 16.300546
42.0 20.426230
84.0 12.390710
35.0 3.207650
42.0 4.131148
42.0 17.426230
42.0 20.224044
23.1 10.598361
126.0 10.366120
42.0 22.084699
21.0 23.295082
42.0 15.557377
10.5 7.199454
42.0 22.472678
42.0 18.655738
21.0 15.653005
12.6 4.136612
94.5 12.387978
63.0 23.153005
105.0 11.172131
10.0 4.464481
21.0 5.095628
84.0 16.278689
42.0 3.322404
60.0 12.081967
2.0 3.773224
21.0 17.068306
42.0 8.382514
